frame_index,target_id,bbox_left,bbox_top,bbox_width,bbox_height,score,object_category,time
1327,63,571.341,227.570,153.331,155.556,1,1,44.233
1327,64,709.760,329.803,124.442,149.162,1,1,44.233
1327,65,446.003,323.561,151.117,152.359,1,1,44.233
1327,66,352.973,347.465,100.749,159.502,1,1,44.233
1327,67,596.032,375.178,121.114,130.140,1,1,44.233
1327,68,680.960,460.462,134.438,120.002,1,1,44.233
1327,69,632.998,574.999,147.994,140.998,1,1,44.233
1328,59,381.107,1.001,155.558,70.999,1,1,44.267
1328,60,266.893,1.001,122.227,93.665,1,1,44.267
1328,61,612.467,64.901,175.552,177.775,1,1,44.267
1328,62,354.662,158.659,115.558,132.142,1,1,44.267
1328,63,571.251,218.786,153.331,155.556,1,1,44.267
1328,64,709.709,321.041,124.442,149.062,1,1,44.267
1328,65,447.053,323.208,151.117,152.057,1,1,44.267
1328,66,353.984,342.007,100.723,159.336,1,1,44.267
1328,67,594.906,373.838,121.114,129.902,1,1,44.267
1328,68,680.858,451.757,134.438,120.002,1,1,44.267
1328,69,632.998,574.999,151.002,141.998,1,1,44.267
1329,59,381.107,1.001,155.558,52.999,1,1,44.300
1329,60,266.893,1.001,122.227,77.666,1,1,44.300
1329,61,612.058,55.764,175.552,177.775,1,1,44.300
1329,62,354.445,150.386,115.558,131.789,1,1,44.300
1329,63,571.149,210.002,153.331,155.556,1,1,44.300
1329,64,709.658,312.286,124.442,148.968,1,1,44.300
1329,65,447.066,306.634,151.117,151.754,1,1,44.300
1329,66,353.958,327.463,100.710,159.163,1,1,44.300
1329,67,594.803,355.306,121.114,129.658,1,1,44.300
1329,68,680.742,438.055,134.438,120.002,1,1,44.300
1329,69,637.005,551.002,151.002,148.997,1,1,44.300
1329,70,574.003,675.000,120.998,43.999,1,1,44.300
1330,59,381.107,1.001,155.558,40.003,1,1,44.333
1330,60,266.893,1.001,122.227,66.665,1,1,44.333
1330,61,611.648,46.634,175.552,177.775,1,1,44.333
1330,62,354.214,138.103,115.558,131.429,1,1,44.333
1330,63,571.046,198.209,153.331,155.556,1,1,44.333
1330,64,709.594,295.524,124.442,148.867,1,1,44.333
1330,65,447.091,298.289,151.117,151.452,1,1,44.333
1330,66,353.946,319.090,100.685,158.998,1,1,44.333
1330,67,594.688,347.062,121.114,129.413,1,1,44.333
1330,68,680.640,429.451,134.438,120.002,1,1,44.333
1330,69,637.005,547.999,151.002,148.997,1,1,44.333
1330,70,574.003,661.003,120.998,58.003,1,1,44.333
1331,59,381.107,1.001,155.558,40.003,1,1,44.367
1331,60,266.893,1.001,122.227,66.665,1,1,44.367
1331,61,611.226,37.505,175.552,177.775,1,1,44.367
1331,62,353.997,130.831,115.558,131.069,1,1,44.367
1331,63,570.957,189.562,153.331,155.556,1,1,44.367
1331,64,709.542,293.998,124.442,148.774,1,1,44.367
1331,65,447.117,296.942,151.117,151.150,1,1,44.367
1331,66,353.933,316.721,100.672,158.832,1,1,44.367
1331,67,594.586,342.814,121.114,129.168,1,1,44.367
1331,68,680.538,428.839,134.438,120.002,1,1,44.367
1331,69,637.005,547.999,151.002,148.997,1,1,44.367
1331,70,574.003,661.003,120.998,58.003,1,1,44.367
1332,60,266.893,1.001,122.227,50.666,1,1,44.400
1332,61,610.816,28.375,175.552,177.775,1,1,44.400
1332,62,354.778,120.550,115.558,130.716,1,1,44.400
1332,63,570.854,180.907,153.331,155.556,1,1,44.400
1332,64,708.493,283.262,124.442,148.673,1,1,44.400
1332,65,447.130,280.390,151.117,150.840,1,1,44.400
1332,66,353.907,304.164,100.646,158.666,1,1,44.400
1332,67,594.483,331.445,121.114,128.923,1,1,44.400
1332,68,679.424,414.072,134.438,120.002,1,1,44.400
1332,69,634.995,527.998,151.002,148.997,1,1,44.400
1332,70,574.003,644.998,120.998,74.002,1,1,44.400
1333,60,266.893,1.001,122.227,42.667,1,1,44.433
1333,61,610.406,19.246,175.552,177.775,1,1,44.433
1333,62,354.061,114.775,115.558,130.356,1,1,44.433
1333,63,570.752,172.260,153.331,155.556,1,1,44.433
1333,64,708.467,274.586,124.442,148.579,1,1,44.433
1333,65,447.155,272.081,151.117,150.538,1,1,44.433
1333,66,353.894,295.740,100.621,158.501,1,1,44.433
1333,67,594.381,323.172,121.114,128.678,1,1,44.433
1333,68,679.347,405.425,134.438,120.002,1,1,44.433
1333,69,634.867,519.286,151.002,148.997,1,1,44.433
1333,70,574.003,634.997,120.998,84.002,1,1,44.433
1333,71,685.005,662.998,155.994,56.002,1,1,44.433
1334,60,266.893,1.001,122.227,42.667,1,1,44.467
1334,61,609.997,10.109,175.552,177.775,1,1,44.467
1334,62,353.331,109.001,115.558,130.003,1,1,44.467
1334,63,570.662,163.606,153.331,155.556,1,1,44.467
1334,64,708.442,271.908,124.442,148.478,1,1,44.467
1334,65,447.168,273.773,151.117,150.235,1,1,44.467
1334,66,353.869,287.309,100.608,163.332,1,1,44.467
1334,67,594.278,319.896,121.114,128.434,1,1,44.467
1334,68,679.258,405.778,134.438,120.002,1,1,44.467
1334,69,634.726,510.574,151.002,148.997,1,1,44.467
1334,70,574.003,634.997,120.998,84.002,1,1,44.467
1334,71,685.005,662.998,155.994,56.002,1,1,44.467
1334,72,455.002,673.999,115.994,43.999,1,1,44.467
1335,61,609.997,1.001,175.552,177.775,1,1,44.500
1335,62,352.333,82.001,115.558,147.002,1,1,44.500
1335,63,567.565,154.958,153.331,155.556,1,1,44.500
1335,64,708.429,263.038,124.442,148.385,1,1,44.500
1335,65,447.194,255.132,151.117,149.933,1,1,44.500
1335,66,353.856,270.878,100.582,163.001,1,1,44.500
1335,67,594.163,311.458,121.114,128.189,1,1,44.500
1335,68,679.181,396.936,134.438,120.002,1,1,44.500
1335,69,634.598,501.862,151.002,148.997,1,1,44.500
1335,70,574.003,616.003,120.998,103.003,1,1,44.500
1335,71,685.005,645.998,161.997,73.001,1,1,44.500
1335,72,455.002,660.002,115.994,58.003,1,1,44.500
1336,61,609.997,1.001,175.552,177.775,1,1,44.533
1336,62,352.333,82.001,115.558,147.002,1,1,44.533
1336,63,567.642,146.304,153.331,155.556,1,1,44.533
1336,64,708.403,250.164,124.442,148.284,1,1,44.533
1336,65,447.206,246.838,151.117,149.623,1,1,44.533
1336,66,353.843,262.728,100.570,162.670,1,1,44.533
1336,67,594.061,303.012,121.114,127.944,1,1,44.533
1336,68,679.091,388.094,134.438,120.002,1,1,44.533
1336,69,634.458,493.150,151.002,148.997,1,1,44.533
1336,70,574.003,616.003,120.998,103.003,1,1,44.533
1336,71,685.005,640.001,161.997,78.998,1,1,44.533
1336,72,455.002,643.997,121.997,74.002,1,1,44.533
1337,61,609.997,1.001,175.552,177.775,1,1,44.567
1337,62,352.333,76.003,115.558,147.002,1,1,44.567
1337,63,567.718,137.657,153.331,155.556,1,1,44.567
1337,64,708.378,241.430,124.442,148.190,1,1,44.567
1337,65,447.232,245.542,151.117,149.321,1,1,44.567
1337,66,354.816,262.570,100.544,162.331,1,1,44.567
1337,67,593.958,294.574,121.114,127.699,1,1,44.567
1337,68,679.002,379.246,134.438,120.002,1,1,44.567
1337,69,634.317,492.444,151.002,148.997,1,1,44.567
1337,70,574.003,616.003,120.998,103.003,1,1,44.567
1337,71,685.005,635.998,161.997,83.002,1,1,44.567
1337,72,455.002,643.003,126.003,75.002,1,1,44.567
1338,61,609.997,1.001,175.552,155.779,1,1,44.600
1338,62,351.334,58.003,115.558,147.002,1,1,44.600
1338,63,567.795,129.002,153.331,155.556,1,1,44.600
1338,64,708.352,232.697,124.442,148.090,1,1,44.600
1338,65,447.258,236.988,151.117,149.018,1,1,44.600
1338,66,354.765,250.121,100.531,162.000,1,1,44.600
1338,67,593.856,286.128,121.114,127.462,1,1,44.600
1338,68,678.925,370.404,134.438,120.002,1,1,44.600
1338,69,634.189,476.582,151.002,148.997,1,1,44.600
1338,70,574.003,599.998,120.998,103.003,1,1,44.600
1338,71,685.005,623.002,161.997,95.998,1,1,44.600
1338,72,455.002,639.000,144.998,78.998,1,1,44.600
1339,61,609.997,1.001,175.552,148.781,1,1,44.633
1339,62,351.334,48.002,115.558,147.002,1,1,44.633
1339,63,567.872,120.355,153.331,155.556,1,1,44.633
1339,64,708.339,223.963,124.442,147.989,1,1,44.633
1339,65,447.270,222.430,151.117,148.716,1,1,44.633
1339,66,353.715,236.830,100.506,161.669,1,1,44.633
1339,67,593.741,277.690,121.114,127.217,1,1,44.633
1339,68,678.835,361.555,134.438,120.002,1,1,44.633
1339,69,634.048,467.856,151.002,148.997,1,1,44.633
1339,70,574.003,585.000,120.998,118.001,1,1,44.633
1339,71,685.005,613.001,161.997,105.998,1,1,44.633
1339,72,455.002,624.002,144.998,94.003,1,1,44.633
1340,61,609.997,1.001,175.552,145.778,1,1,44.667
1340,62,351.334,40.003,115.558,147.002,1,1,44.667
1340,63,567.949,115.704,153.331,155.556,1,1,44.667
1340,64,708.314,215.230,124.442,147.895,1,1,44.667
1340,65,445.286,219.118,151.117,148.406,1,1,44.667
1340,66,353.690,228.730,100.480,161.330,1,1,44.667
1340,67,593.638,269.251,121.114,126.972,1,1,44.667
1340,68,678.746,352.714,134.438,120.002,1,1,44.667
1340,69,633.920,464.126,151.002,148.997,1,1,44.667
1340,70,574.003,585.000,120.998,118.001,1,1,44.667
1340,71,686.502,601.999,161.997,117.000,1,1,44.667
1340,72,449.997,613.498,147.494,104.998,1,1,44.667
1341,61,609.997,1.001,175.552,125.777,1,1,44.700
1341,62,350.336,29.002,115.558,147.002,1,1,44.700
1341,63,568.026,102.715,153.331,155.556,1,1,44.700
1341,64,708.288,202.500,124.442,147.794,1,1,44.700
1341,65,446.400,207.590,151.117,148.104,1,1,44.700
1341,66,353.677,220.637,100.467,160.999,1,1,44.700
1341,67,592.538,256.810,121.114,126.727,1,1,44.700
1341,68,678.669,343.872,134.438,120.002,1,1,44.700
1341,69,633.779,451.296,151.002,148.997,1,1,44.700
1341,70,574.003,568.001,120.998,118.001,1,1,44.700
1341,71,688.000,590.998,161.997,128.002,1,1,44.700
1341,72,445.005,603.000,150.003,115.999,1,1,44.700
1342,61,609.997,1.001,175.552,117.778,1,1,44.733
1342,62,352.333,18.000,115.558,147.002,1,1,44.733
1342,64,708.262,193.946,124.442,147.701,1,1,44.733
1342,65,446.451,199.202,151.117,147.802,1,1,44.733
1342,66,353.664,212.544,100.442,160.668,1,1,44.733
1342,67,590.477,244.541,121.114,126.482,1,1,44.733
1342,68,678.579,332.028,134.438,120.002,1,1,44.733
1342,70,574.003,562.997,120.998,118.001,1,1,44.733
1342,71,687.002,580.997,162.995,138.002,1,1,44.733
1342,72,445.005,598.003,150.003,121.003,1,1,44.733
1343,61,609.997,1.001,175.552,113.774,1,1,44.767
1343,62,353.331,14.998,115.558,147.002,1,1,44.767
1343,63,568.179,85.478,153.331,155.556,1,1,44.767
1343,64,708.250,190.382,124.442,147.600,1,1,44.767
1343,65,446.515,190.807,151.117,147.499,1,1,44.767
1343,66,353.651,204.444,100.429,160.337,1,1,44.767
1343,67,590.502,236.455,121.114,130.241,1,1,44.767
1343,68,678.502,323.258,134.438,120.002,1,1,44.767
1343,69,633.510,433.807,151.002,148.997,1,1,44.767
1343,70,574.003,562.997,120.998,118.001,1,1,44.767
1343,71,687.002,580.997,162.995,138.002,1,1,44.767
1343,72,445.005,598.003,150.003,121.003,1,1,44.767
1344,61,609.997,1.001,175.552,101.779,1,1,44.800
1344,62,351.334,1.001,115.558,147.002,1,1,44.800
1344,63,568.269,76.853,153.331,155.556,1,1,44.800
1344,64,708.224,181.591,124.442,147.506,1,1,44.800
1344,65,446.579,182.412,151.117,147.190,1,1,44.800
1344,66,353.638,196.351,100.403,159.998,1,1,44.800
1344,67,590.528,228.370,121.114,129.802,1,1,44.800
1344,68,678.413,314.496,134.438,120.002,1,1,44.800
1344,69,633.370,425.059,151.002,148.997,1,1,44.800
1344,70,572.006,544.997,120.998,118.001,1,1,44.800
1344,71,682.995,571.003,162.995,148.003,1,1,44.800
1344,72,445.005,581.998,150.003,137.002,1,1,44.800
1345,61,609.997,1.001,175.552,90.778,1,1,44.833
1345,62,351.334,1.001,115.558,138.002,1,1,44.833
1345,63,568.346,68.234,153.331,155.556,1,1,44.833
1345,64,704.205,164.794,124.442,147.406,1,1,44.833
1345,65,446.630,174.024,151.117,146.887,1,1,44.833
1345,66,353.613,188.258,100.378,159.667,1,1,44.833
1345,67,590.566,220.284,121.114,129.370,1,1,44.833
1345,68,677.325,301.738,134.438,120.002,1,1,44.833
1345,69,634.240,410.314,151.002,148.997,1,1,44.833
1345,70,572.006,535.997,120.998,118.001,1,1,44.833
1345,71,682.995,560.002,162.995,158.998,1,1,44.833
1345,72,445.005,570.002,150.003,148.997,1,1,44.833
1346,61,609.997,1.001,175.552,90.778,1,1,44.867
1346,62,351.334,1.001,115.558,137.002,1,1,44.867
1346,63,568.422,59.616,153.331,155.556,1,1,44.867
1346,64,704.384,156.420,124.442,147.312,1,1,44.867
1346,65,446.694,165.629,151.117,146.585,1,1,44.867
1346,66,353.600,190.159,100.365,159.336,1,1,44.867
1346,67,590.592,212.198,121.114,128.930,1,1,44.867
1346,68,677.274,293.090,134.438,120.002,1,1,44.867
1346,69,634.074,406.699,151.002,148.997,1,1,44.867
1346,70,571.904,531.065,120.998,118.001,1,1,44.867
1346,71,683.968,559.814,162.995,159.185,1,1,44.867
1346,72,444.826,569.743,150.003,149.256,1,1,44.867
1347,61,609.997,1.001,175.552,72.778,1,1,44.900
1347,62,351.334,1.001,115.558,119.002,1,1,44.900
1347,63,568.499,50.990,153.331,155.556,1,1,44.900
1347,64,704.576,148.039,124.442,147.211,1,1,44.900
1347,65,446.758,157.234,151.117,146.282,1,1,44.900
1347,66,355.584,175.507,100.339,158.998,1,1,44.900
1347,67,590.618,204.113,121.114,128.498,1,1,44.900
1347,68,677.222,284.443,134.438,120.002,1,1,44.900
1347,69,633.920,397.973,151.002,148.997,1,1,44.900
1347,70,571.802,522.065,120.998,118.001,1,1,44.900
1347,71,681.920,546.624,162.995,159.372,1,1,44.900
1347,72,444.659,560.923,150.003,149.508,1,1,44.900
1347,73,239.002,653.998,153.997,65.002,1,1,44.900
1348,61,609.997,1.001,175.552,63.778,1,1,44.933
1348,62,351.334,1.001,115.558,108.000,1,1,44.933
1348,63,568.576,42.372,153.331,155.556,1,1,44.933
1348,64,704.768,139.666,124.442,147.118,1,1,44.933
1348,65,446.822,148.838,151.117,145.980,1,1,44.933
1348,66,355.456,167.213,100.326,158.666,1,1,44.933
1348,67,590.643,196.027,121.114,128.066,1,1,44.933
1348,68,677.158,275.796,134.438,120.002,1,1,44.933
1348,69,633.766,389.246,151.002,148.997,1,1,44.933
1348,70,571.699,508.068,120.998,118.001,1,1,44.933
1348,71,681.894,537.509,162.995,159.559,1,1,44.933
1348,72,444.493,552.096,150.003,149.760,1,1,44.933
1348,73,239.002,655.999,153.997,63.000,1,1,44.933
1349,61,609.997,1.001,175.552,63.778,1,1,44.967
1349,62,351.334,1.001,115.558,104.998,1,1,44.967
1349,63,568.653,33.754,153.331,155.556,1,1,44.967
1349,64,704.960,131.292,124.442,147.017,1,1,44.967
1349,65,446.874,144.446,151.117,145.670,1,1,44.967
1349,66,355.328,158.911,100.301,158.335,1,1,44.967
1349,67,590.682,187.942,121.114,127.627,1,1,44.967
1349,68,677.107,267.149,134.438,120.002,1,1,44.967
1349,69,633.613,380.520,151.002,148.997,1,1,44.967
1349,70,571.597,499.154,120.998,118.001,1,1,44.967
1349,71,681.882,528.394,162.995,159.746,1,1,44.967
1349,72,444.326,543.276,150.003,150.019,1,1,44.967
1349,73,239.002,655.999,153.997,63.000,1,1,44.967
1350,61,609.997,1.001,175.552,42.775,1,1,45.000
1350,62,351.334,1.001,115.558,88.999,1,1,45.000
1350,63,565.734,26.129,153.331,155.556,1,1,45.000
1350,64,705.139,122.918,124.442,146.923,1,1,45.000
1350,65,446.938,129.787,151.117,145.368,1,1,45.000
1350,66,354.189,147.614,100.288,157.997,1,1,45.000
1350,67,590.707,176.861,121.114,127.195,1,1,45.000
1350,68,677.056,258.509,134.438,120.002,1,1,45.000
1350,69,633.446,368.791,151.002,148.997,1,1,45.000
1350,70,571.494,490.241,120.998,118.001,1,1,45.000
1350,71,681.869,519.278,162.995,159.934,1,1,45.000
1350,72,444.147,534.456,150.003,150.271,1,1,45.000
1350,73,239.002,640.001,153.997,78.998,1,1,45.000
1351,62,351.334,1.001,115.558,84.002,1,1,45.033
1351,63,567.309,17.006,153.331,155.556,1,1,45.033
1351,64,705.331,114.545,124.442,146.822,1,1,45.033
1351,65,454.003,120.557,151.117,145.066,1,1,45.033
1351,66,354.125,139.536,100.262,157.666,1,1,45.033
1351,67,590.733,168.991,121.114,126.763,1,1,45.033
1351,68,676.992,249.862,134.438,120.002,1,1,45.033
1351,69,633.293,360.137,151.002,148.997,1,1,45.033
1351,70,571.392,481.327,120.998,118.001,1,1,45.033
1351,71,681.856,510.163,162.995,160.121,1,1,45.033
1351,72,443.981,525.629,150.003,150.523,1,1,45.033
1351,73,239.002,637.999,153.997,81.000,1,1,45.033
1352,62,351.334,1.001,115.558,84.002,1,1,45.067
1352,63,567.309,17.006,153.331,155.556,1,1,45.067
1352,64,709.517,104.170,124.442,146.722,1,1,45.067
1352,65,453.517,115.402,151.117,146.758,1,1,45.067
1352,66,354.074,131.450,100.237,157.334,1,1,45.067
1352,67,590.758,161.114,121.114,129.326,1,1,45.067
1352,68,676.941,241.214,134.438,120.002,1,1,45.067
1352,69,633.139,351.482,151.002,148.997,1,1,45.067
1352,70,571.290,472.421,120.998,118.001,1,1,45.067
1352,71,681.830,501.048,162.995,173.304,1,1,45.067
1352,72,443.814,516.809,150.003,150.782,1,1,45.067
1352,73,239.002,635.998,153.997,83.002,1,1,45.067
1353,62,351.334,1.001,115.558,63.000,1,1,45.100
1353,63,565.312,1.001,153.331,146.556,1,1,45.100
1353,64,709.376,95.962,124.442,146.628,1,1,45.100
1353,65,452.045,97.999,151.117,146.290,1,1,45.100
1353,66,354.010,123.365,100.224,157.003,1,1,45.100
1353,67,590.797,153.245,121.114,128.642,1,1,45.100
1353,68,676.890,229.565,134.438,120.002,1,1,45.100
1353,69,632.973,342.835,151.002,148.997,1,1,45.100
1353,70,571.187,463.507,120.998,118.001,1,1,45.100
1353,71,682.816,481.932,162.995,173.239,1,1,45.100
1353,72,443.648,503.986,150.003,151.034,1,1,45.100
1353,73,247.002,612.000,142.003,106.999,1,1,45.100
1354,62,351.334,1.001,115.558,48.002,1,1,45.133
1354,63,565.312,1.001,153.331,142.553,1,1,45.133
1354,64,709.235,87.754,124.442,146.527,1,1,45.133
1354,65,451.648,90.418,151.117,145.822,1,1,45.133
1354,66,353.946,115.279,100.198,156.665,1,1,45.133
1354,67,590.822,145.375,121.114,127.958,1,1,45.133
1354,68,676.826,221.040,134.438,120.002,1,1,45.133
1354,69,632.819,334.181,151.002,148.997,1,1,45.133
1354,70,571.085,454.594,120.998,118.001,1,1,45.133
1354,71,682.778,473.011,162.995,173.174,1,1,45.133
1354,72,443.469,495.238,150.003,151.286,1,1,45.133
1354,73,247.002,612.000,142.003,106.999,1,1,45.133
1355,62,351.334,1.001,115.558,43.999,1,1,45.167
1355,63,565.312,1.001,149.338,130.558,1,1,45.167
1355,64,709.082,79.546,124.442,146.434,1,1,45.167
1355,65,453.261,86.832,151.117,145.346,1,1,45.167
1355,66,353.882,107.201,100.186,156.334,1,1,45.167
1355,67,590.848,137.506,121.114,127.274,1,1,45.167
1355,68,676.774,212.508,134.438,120.002,1,1,45.167
1355,69,632.666,325.526,151.002,148.997,1,1,45.167
1355,70,570.982,445.680,120.998,118.001,1,1,45.167
1355,71,682.752,464.090,162.995,176.112,1,1,45.167
1355,72,443.302,494.496,150.003,151.546,1,1,45.167
1355,73,247.002,609.998,142.003,109.001,1,1,45.167
1356,62,351.334,1.001,115.558,40.003,1,1,45.200
1356,63,565.312,1.001,145.331,118.555,1,1,45.200
1356,64,708.941,71.330,124.442,146.333,1,1,45.200
1356,65,452.659,70.798,151.117,144.878,1,1,45.200
1356,66,353.818,99.115,100.160,156.002,1,1,45.200
1356,67,590.874,129.636,121.114,126.590,1,1,45.200
1356,68,676.723,203.976,134.438,120.002,1,1,45.200
1356,69,632.512,316.872,151.002,148.997,1,1,45.200
1356,70,570.880,436.774,120.998,118.001,1,1,45.200
1356,71,682.714,450.166,162.995,175.990,1,1,45.200
1356,72,443.136,481.586,150.003,151.798,1,1,45.200
1356,73,247.002,585.000,142.003,133.999,1,1,45.200
1357,62,351.334,1.001,115.558,36.000,1,1,45.233
1357,63,565.312,1.001,145.331,112.558,1,1,45.233
1357,64,708.787,63.122,124.442,146.239,1,1,45.233
1357,65,452.045,63.770,151.117,144.403,1,1,45.233
1357,66,353.766,91.030,100.147,155.664,1,1,45.233
1357,67,591.910,112.766,121.114,125.906,1,1,45.233
1357,68,676.659,195.444,134.438,120.002,1,1,45.233
1357,69,632.346,308.218,151.002,148.997,1,1,45.233
1357,70,570.778,427.860,120.998,118.001,1,1,45.233
1357,71,682.675,441.353,162.995,175.867,1,1,45.233
1357,72,442.970,472.759,150.003,152.050,1,1,45.233
1357,73,247.002,585.000,142.003,133.999,1,1,45.233
1358,62,351.334,1.001,115.558,36.000,1,1,45.267
1358,63,565.312,1.001,145.331,112.558,1,1,45.267
1358,64,708.646,59.918,124.442,146.138,1,1,45.267
1358,65,451.430,64.735,151.117,143.935,1,1,45.267
1358,66,353.702,82.944,100.122,155.333,1,1,45.267
1358,67,591.795,110.174,121.114,125.215,1,1,45.267
1358,68,676.608,190.915,134.438,120.002,1,1,45.267
1358,69,632.192,299.563,151.002,148.997,1,1,45.267
1358,70,570.675,418.946,120.998,118.001,1,1,45.267
1358,71,682.637,440.539,162.995,175.738,1,1,45.267
1358,72,442.790,466.934,150.003,152.302,1,1,45.267
1358,73,247.002,585.000,142.003,133.999,1,1,45.267
1359,63,565.312,1.001,145.331,94.781,1,1,45.300
1359,64,707.392,44.208,124.442,146.045,1,1,45.300
1359,65,450.829,48.593,151.117,143.467,1,1,45.300
1359,66,352.525,68.198,100.096,155.002,1,1,45.300
1359,67,591.680,95.148,121.114,124.531,1,1,45.300
1359,68,676.557,174.420,134.438,120.002,1,1,45.300
1359,69,632.038,290.909,151.002,148.997,1,1,45.300
1359,70,570.573,410.033,120.998,118.001,1,1,45.300
1359,71,682.598,425.988,162.995,175.615,1,1,45.300
1359,72,442.624,450.266,150.003,152.561,1,1,45.300
1359,73,250.330,562.781,142.003,133.999,1,1,45.300
1359,74,603.328,669.002,138.893,49.997,1,1,45.300
1360,63,565.312,1.001,145.331,83.664,1,1,45.333
1360,64,707.469,30.946,124.442,145.944,1,1,45.333
1360,65,450.214,36.230,151.117,144.108,1,1,45.333
1360,66,352.691,61.445,100.083,154.663,1,1,45.333
1360,67,591.565,89.453,121.114,123.847,1,1,45.333
1360,68,676.493,166.082,134.438,120.002,1,1,45.333
1360,69,631.872,282.254,151.002,148.997,1,1,45.333
1360,70,570.470,401.126,120.998,118.001,1,1,45.333
1360,71,682.573,417.125,162.995,175.493,1,1,45.333
1360,72,442.458,441.554,150.003,152.813,1,1,45.333
1360,73,250.227,554.227,142.003,135.108,1,1,45.333
1360,74,594.445,657.886,143.334,61.114,1,1,45.333
1361,63,565.312,1.001,145.331,83.664,1,1,45.367
1361,64,707.546,24.624,124.442,145.850,1,1,45.367
1361,65,449.613,34.150,151.117,143.359,1,1,45.367
1361,66,352.845,54.698,100.058,154.332,1,1,45.367
1361,67,591.450,83.758,121.114,123.163,1,1,45.367
1361,68,676.442,157.752,134.438,120.002,1,1,45.367
1361,69,631.718,273.607,151.002,148.997,1,1,45.367
1361,70,570.368,396.655,120.998,119.110,1,1,45.367
1361,71,682.534,412.704,162.995,175.363,1,1,45.367
1361,72,442.291,432.835,150.003,153.065,1,1,45.367
1361,73,252.352,556.798,142.003,135.094,1,1,45.367
1361,74,594.445,656.777,143.334,62.222,1,1,45.367
1362,63,565.312,1.001,145.331,64.778,1,1,45.400
1362,64,707.622,18.302,124.442,145.750,1,1,45.400
1362,65,448.998,19.836,151.117,150.386,1,1,45.400
1362,66,353.011,47.945,100.045,154.001,1,1,45.400
1362,67,591.334,72.504,121.114,122.479,1,1,45.400
1362,68,676.390,149.422,134.438,120.002,1,1,45.400
1362,69,631.565,264.953,151.002,148.997,1,1,45.400
1362,70,570.266,387.641,120.998,119.088,1,1,45.400
1362,71,682.496,398.174,162.995,175.241,1,1,45.400
1362,72,442.125,424.116,150.003,153.324,1,1,45.400
1362,73,249.984,539.179,142.003,135.079,1,1,45.400
1362,74,595.558,639.000,143.334,79.999,1,1,45.400
1362,75,188.890,668.887,124.442,49.997,1,1,45.400
1363,63,565.312,1.001,145.331,58.111,1,1,45.433
1363,64,707.699,4.205,124.442,145.656,1,1,45.433
1363,65,448.384,11.642,151.117,145.750,1,1,45.433
1363,66,354.278,36.749,100.019,153.670,1,1,45.433
1363,67,589.005,60.696,121.114,121.795,1,1,45.433
1363,68,676.326,135.533,134.438,120.002,1,1,45.433
1363,69,630.298,252.965,151.002,148.997,1,1,45.433
1363,70,570.163,374.184,120.998,119.059,1,1,45.433
1363,71,682.458,389.340,162.995,175.118,1,1,45.433
1363,72,443.059,410.954,150.003,153.576,1,1,45.433
1363,73,249.894,530.604,142.003,135.058,1,1,45.433
1363,74,595.558,631.224,143.334,87.775,1,1,45.433
1363,75,183.334,665.554,129.997,53.330,1,1,45.433
1364,63,565.312,1.001,145.331,49.781,1,1,45.467
1364,64,707.776,5.666,124.442,145.555,1,1,45.467
1364,65,447.782,14.558,151.117,141.113,1,1,45.467
1364,66,353.331,34.445,100.006,153.331,1,1,45.467
1364,67,591.117,63.331,121.114,121.111,1,1,45.467
1364,68,676.275,139.774,134.438,120.002,1,1,45.467
1364,69,630.182,248.875,151.002,148.997,1,1,45.467
1364,70,570.074,373.054,120.998,119.030,1,1,45.467
1364,71,682.432,389.390,162.995,174.989,1,1,45.467
1364,72,442.867,415.678,150.003,153.828,1,1,45.467
1364,73,249.792,529.798,142.003,135.043,1,1,45.467
1364,74,590.003,628.999,150.003,90.000,1,1,45.467
1364,75,183.334,661.111,135.552,57.780,1,1,45.467
1365,63,565.312,1.001,145.331,41.443,1,1,45.500
1365,64,707.776,1.001,124.442,135.554,1,1,45.500
1365,65,447.782,1.001,151.117,141.113,1,1,45.500
1365,66,348.890,16.668,100.006,153.331,1,1,45.500
1365,67,590.003,47.779,121.114,121.111,1,1,45.500
1365,68,676.224,126.526,134.438,120.002,1,1,45.500
1365,69,628.954,232.394,151.002,148.997,1,1,45.500
1365,70,569.971,359.503,120.998,119.009,1,1,45.500
1365,71,682.394,370.332,162.995,174.866,1,1,45.500
1365,72,442.662,395.626,150.003,154.087,1,1,45.500
1365,73,250.790,508.867,142.003,135.022,1,1,45.500
1365,74,590.003,613.447,150.003,105.552,1,1,45.500
1365,75,183.334,647.777,135.552,71.114,1,1,45.500
1366,64,707.776,1.001,124.442,120.002,1,1,45.533
1366,65,447.782,1.001,151.117,132.221,1,1,45.533
1366,66,355.558,10.001,100.006,153.331,1,1,45.533
1366,67,590.003,36.670,121.114,121.111,1,1,45.533
1366,68,676.160,112.493,134.438,120.002,1,1,45.533
1366,69,628.877,223.999,151.002,148.997,1,1,45.533
1366,70,569.869,350.518,120.998,118.980,1,1,45.533
1366,71,682.355,361.526,162.995,174.744,1,1,45.533
1366,72,440.243,391.414,150.003,154.339,1,1,45.533
1366,73,250.675,500.364,142.003,135.007,1,1,45.533
1366,74,590.003,606.780,150.003,112.219,1,1,45.533
1366,75,177.779,636.667,144.448,82.224,1,1,45.533
1367,64,707.776,1.001,124.442,116.669,1,1,45.567
